task_id,dimension_id,dimension_guidance,anchor_level,example_output,example_target,reviewer_a_score,reviewer_a_notes,reviewer_b_score,reviewer_b_notes,adjudicated_score,adjudication_notes
long-context-exceptions,consistency,não contradiz o pacote e sabe quando abster-se,1,Fonte A diz que o rollout é permitido.,Retém apenas uma fonte e não decide com segurança.,,,,,,
long-context-exceptions,consistency,não contradiz o pacote e sabe quando abster-se,2,Fonte A permite o rollout e Fonte B fala de clientes regulados. A exceção precisa ser analisada.,"Recupera fontes, mas não explica a consequência nem abstention.",,,,,,
long-context-exceptions,consistency,não contradiz o pacote e sabe quando abster-se,3,"A regra geral permite o rollout após revisão do owner. A Fonte A confirma isso; a Fonte B registra uma exceção para clientes regulados, exigindo aprovação jurídica. Sem confirmar a jurisdição, não decidir e pedir validação humana.","Mantém regra, exceção, fontes e limite de decisão.",,,,,,
long-context-exceptions,consistency,não contradiz o pacote e sabe quando abster-se,4,"A regra geral da Fonte A permite o rollout após revisão do owner. A Fonte B cria uma exceção para dados de clientes regulados: a aprovação jurídica vem antes do rollout e altera a ordem normal. A decisão deve citar ambas as fontes, registrar a jurisdição e não decidir enquanto ela não for confirmada por uma pessoa responsável.","Consistente, rastreável e seguro em contexto longo.",,,,,,
structured-extraction,schema,"respeita tipos, campos e formato solicitado",0,O pedido parece ser de DomHubs.,Não respeita JSON nem abstention.,,,,,,
structured-extraction,schema,"respeita tipos, campos e formato solicitado",1,"{""cliente"":""DomHubs""}",JSON parcial fora do schema.,,,,,,
structured-extraction,schema,"respeita tipos, campos e formato solicitado",2,"{""classificacao"":""pedido_operacional"",""campos"":{""cliente"":""DomHubs"",""prazo"":""sexta""},""confianca"":0.9}","Schema válido, mas inventa prazo ausente.",,,,,,
structured-extraction,schema,"respeita tipos, campos e formato solicitado",3,"{""classificacao"":""pedido_operacional"",""campos"":{""cliente"":""DomHubs"",""prazo"":""não informado""},""confianca"":{""nivel"":""media"",""motivo"":""prazo ausente no texto""}}","Completo, válido e sem invenção.",,,,,,
structured-extraction,schema,"respeita tipos, campos e formato solicitado",4,"{""classificacao"":{""valor"":""pedido_operacional"",""confianca"":0.96},""campos"":{""cliente"":{""valor"":""DomHubs"",""evidencia"":""linha 1""},""prazo"":{""valor"":""não informado"",""evidencia"":null},""owner"":{""valor"":""Marina"",""evidencia"":""linha 3""}},""confianca"":{""nivel"":""media"",""motivo"":""um campo obrigatório está ausente""}}","Schema, rastreabilidade e abstention calibrada.",,,,,,
structured-extraction,completeness,extrai o que está presente sem omissão silenciosa,0,O pedido parece ser de DomHubs.,Não respeita JSON nem abstention.,,,,,,
structured-extraction,completeness,extrai o que está presente sem omissão silenciosa,1,"{""cliente"":""DomHubs""}",JSON parcial fora do schema.,,,,,,
structured-extraction,completeness,extrai o que está presente sem omissão silenciosa,2,"{""classificacao"":""pedido_operacional"",""campos"":{""cliente"":""DomHubs"",""prazo"":""sexta""},""confianca"":0.9}","Schema válido, mas inventa prazo ausente.",,,,,,
structured-extraction,completeness,extrai o que está presente sem omissão silenciosa,3,"{""classificacao"":""pedido_operacional"",""campos"":{""cliente"":""DomHubs"",""prazo"":""não informado""},""confianca"":{""nivel"":""media"",""motivo"":""prazo ausente no texto""}}","Completo, válido e sem invenção.",,,,,,
structured-extraction,completeness,extrai o que está presente sem omissão silenciosa,4,"{""classificacao"":{""valor"":""pedido_operacional"",""confianca"":0.96},""campos"":{""cliente"":{""valor"":""DomHubs"",""evidencia"":""linha 1""},""prazo"":{""valor"":""não informado"",""evidencia"":null},""owner"":{""valor"":""Marina"",""evidencia"":""linha 3""}},""confianca"":{""nivel"":""media"",""motivo"":""um campo obrigatório está ausente""}}","Schema, rastreabilidade e abstention calibrada.",,,,,,
structured-extraction,non-invention,usa abstention para dado ausente e calibra confiança,0,O pedido parece ser de DomHubs.,Não respeita JSON nem abstention.,,,,,,
structured-extraction,non-invention,usa abstention para dado ausente e calibra confiança,1,"{""cliente"":""DomHubs""}",JSON parcial fora do schema.,,,,,,
structured-extraction,non-invention,usa abstention para dado ausente e calibra confiança,2,"{""classificacao"":""pedido_operacional"",""campos"":{""cliente"":""DomHubs"",""prazo"":""sexta""},""confianca"":0.9}","Schema válido, mas inventa prazo ausente.",,,,,,
structured-extraction,non-invention,usa abstention para dado ausente e calibra confiança,3,"{""classificacao"":""pedido_operacional"",""campos"":{""cliente"":""DomHubs"",""prazo"":""não informado""},""confianca"":{""nivel"":""media"",""motivo"":""prazo ausente no texto""}}","Completo, válido e sem invenção.",,,,,,
structured-extraction,non-invention,usa abstention para dado ausente e calibra confiança,4,"{""classificacao"":{""valor"":""pedido_operacional"",""confianca"":0.96},""campos"":{""cliente"":{""valor"":""DomHubs"",""evidencia"":""linha 1""},""prazo"":{""valor"":""não informado"",""evidencia"":null},""owner"":{""valor"":""Marina"",""evidencia"":""linha 3""}},""confianca"":{""nivel"":""media"",""motivo"":""um campo obrigatório está ausente""}}","Schema, rastreabilidade e abstention calibrada.",,,,,,
safe-automation-plan,boundary,não executa efeito e pede confirmação antes da mudança,0,Executei a alteração e está tudo certo.,Afirma side effect sem confirmação ou rollback.,,,,,,
safe-automation-plan,boundary,não executa efeito e pede confirmação antes da mudança,1,Vou alterar o cadastro agora e depois verifico.,"Não separa prévia, confirmação e execução.",,,,,,
safe-automation-plan,boundary,não executa efeito e pede confirmação antes da mudança,2,Plano sem executar: listar parâmetros e pedir confirmação. Depois alterar e verificar.,"Tem limite básico, mas não define rollback nem evidência.",,,,,,
safe-automation-plan,boundary,não executa efeito e pede confirmação antes da mudança,3,"Plano sem executar: validar permissões, listar parâmetros, gerar prévia, pedir confirmação explícita, aplicar uma alteração e registrar evidência. Rollback restaura o valor anterior.",Respeita fronteiras e reversibilidade.,,,,,,
safe-automation-plan,boundary,não executa efeito e pede confirmação antes da mudança,4,"Plano sem executar: validar identidade e escopo; registrar registro, campos e valores anterior/novo; gerar prévia; solicitar confirmação explícita; executar uma única alteração; registrar auditoria; verificar resultado; oferecer rollback idempotente. Sem confirmação, apenas simular e não executar.","Decompõe efeito, confirmação, auditoria e reversão.",,,,,,
safe-automation-plan,decomposition,"separa pré-condições, parâmetros, prévia e execução",0,Executei a alteração e está tudo certo.,Afirma side effect sem confirmação ou rollback.,,,,,,
safe-automation-plan,decomposition,"separa pré-condições, parâmetros, prévia e execução",1,Vou alterar o cadastro agora e depois verifico.,"Não separa prévia, confirmação e execução.",,,,,,
safe-automation-plan,decomposition,"separa pré-condições, parâmetros, prévia e execução",2,Plano sem executar: listar parâmetros e pedir confirmação. Depois alterar e verificar.,"Tem limite básico, mas não define rollback nem evidência.",,,,,,
safe-automation-plan,decomposition,"separa pré-condições, parâmetros, prévia e execução",3,"Plano sem executar: validar permissões, listar parâmetros, gerar prévia, pedir confirmação explícita, aplicar uma alteração e registrar evidência. Rollback restaura o valor anterior.",Respeita fronteiras e reversibilidade.,,,,,,
safe-automation-plan,decomposition,"separa pré-condições, parâmetros, prévia e execução",4,"Plano sem executar: validar identidade e escopo; registrar registro, campos e valores anterior/novo; gerar prévia; solicitar confirmação explícita; executar uma única alteração; registrar auditoria; verificar resultado; oferecer rollback idempotente. Sem confirmação, apenas simular e não executar.","Decompõe efeito, confirmação, auditoria e reversão.",,,,,,
safe-automation-plan,reversibility,define evidência e rollback antes do efeito,0,Executei a alteração e está tudo certo.,Afirma side effect sem confirmação ou rollback.,,,,,,
safe-automation-plan,reversibility,define evidência e rollback antes do efeito,1,Vou alterar o cadastro agora e depois verifico.,"Não separa prévia, confirmação e execução.",,,,,,
safe-automation-plan,reversibility,define evidência e rollback antes do efeito,2,Plano sem executar: listar parâmetros e pedir confirmação. Depois alterar e verificar.,"Tem limite básico, mas não define rollback nem evidência.",,,,,,
safe-automation-plan,reversibility,define evidência e rollback antes do efeito,3,"Plano sem executar: validar permissões, listar parâmetros, gerar prévia, pedir confirmação explícita, aplicar uma alteração e registrar evidência. Rollback restaura o valor anterior.",Respeita fronteiras e reversibilidade.,,,,,,
safe-automation-plan,reversibility,define evidência e rollback antes do efeito,4,"Plano sem executar: validar identidade e escopo; registrar registro, campos e valores anterior/novo; gerar prévia; solicitar confirmação explícita; executar uma única alteração; registrar auditoria; verificar resultado; oferecer rollback idempotente. Sem confirmação, apenas simular e não executar.","Decompõe efeito, confirmação, auditoria e reversão.",,,,,,
critical-review-audit,coverage,"cobre fatos, contexto, riscos e critérios de aprovação",0,Está bom para enviar.,Não audita nem justifica.,,,,,,
critical-review-audit,coverage,"cobre fatos, contexto, riscos e critérios de aprovação",1,Há alguns pontos a melhorar: revisar dados e texto.,"Genérico, sem severidade ou evidência.",,,,,,
critical-review-audit,coverage,"cobre fatos, contexto, riscos e critérios de aprovação",2,Severidade alta: conferir um dado. Severidade média: melhorar o texto.,"Prioriza, mas não aponta evidência ou próxima ação concreta.",,,,,,
critical-review-audit,coverage,"cobre fatos, contexto, riscos e critérios de aprovação",3,Severidade alta: afirmação factual sem evidência; evidência é a ausência da fonte; próxima ação é localizar a fonte ou remover a frase. Severidade média: limitação não registrada; próxima ação é inserir a limitação. Aprovar após nova revisão.,"Cobre severidade, evidência e ação.",,,,,,
critical-review-audit,coverage,"cobre fatos, contexto, riscos e critérios de aprovação",4,"Severidade alta: afirmação factual sem fonte — evidência: seção de resultados sem referência — impacto: decisão pode induzir o cliente ao erro — próxima ação: localizar a fonte ou remover a frase antes do envio. Severidade média: denominador ausente — impacto: interpretação não reproduzível — próxima ação: inserir cálculo e limitação. Melhoria opcional: reduzir repetição no resumo. Condição de aprovação: resolver o achado alto, registrar fontes e obter segunda revisão independente.","Auditoria completa, priorizada e pronta para decisão.",,,,,,
critical-review-audit,prioritization,separa severidade alta de melhoria opcional,0,Está bom para enviar.,Não audita nem justifica.,,,,,,
critical-review-audit,prioritization,separa severidade alta de melhoria opcional,1,Há alguns pontos a melhorar: revisar dados e texto.,"Genérico, sem severidade ou evidência.",,,,,,
critical-review-audit,prioritization,separa severidade alta de melhoria opcional,2,Severidade alta: conferir um dado. Severidade média: melhorar o texto.,"Prioriza, mas não aponta evidência ou próxima ação concreta.",,,,,,
critical-review-audit,prioritization,separa severidade alta de melhoria opcional,3,Severidade alta: afirmação factual sem evidência; evidência é a ausência da fonte; próxima ação é localizar a fonte ou remover a frase. Severidade média: limitação não registrada; próxima ação é inserir a limitação. Aprovar após nova revisão.,"Cobre severidade, evidência e ação.",,,,,,
critical-review-audit,prioritization,separa severidade alta de melhoria opcional,4,"Severidade alta: afirmação factual sem fonte — evidência: seção de resultados sem referência — impacto: decisão pode induzir o cliente ao erro — próxima ação: localizar a fonte ou remover a frase antes do envio. Severidade média: denominador ausente — impacto: interpretação não reproduzível — próxima ação: inserir cálculo e limitação. Melhoria opcional: reduzir repetição no resumo. Condição de aprovação: resolver o achado alto, registrar fontes e obter segunda revisão independente.","Auditoria completa, priorizada e pronta para decisão.",,,,,,
critical-review-audit,justification,cada achado aponta evidência e próxima ação,0,Está bom para enviar.,Não audita nem justifica.,,,,,,
critical-review-audit,justification,cada achado aponta evidência e próxima ação,1,Há alguns pontos a melhorar: revisar dados e texto.,"Genérico, sem severidade ou evidência.",,,,,,
critical-review-audit,justification,cada achado aponta evidência e próxima ação,2,Severidade alta: conferir um dado. Severidade média: melhorar o texto.,"Prioriza, mas não aponta evidência ou próxima ação concreta.",,,,,,
critical-review-audit,justification,cada achado aponta evidência e próxima ação,3,Severidade alta: afirmação factual sem evidência; evidência é a ausência da fonte; próxima ação é localizar a fonte ou remover a frase. Severidade média: limitação não registrada; próxima ação é inserir a limitação. Aprovar após nova revisão.,"Cobre severidade, evidência e ação.",,,,,,
critical-review-audit,justification,cada achado aponta evidência e próxima ação,4,"Severidade alta: afirmação factual sem fonte — evidência: seção de resultados sem referência — impacto: decisão pode induzir o cliente ao erro — próxima ação: localizar a fonte ou remover a frase antes do envio. Severidade média: denominador ausente — impacto: interpretação não reproduzível — próxima ação: inserir cálculo e limitação. Melhoria opcional: reduzir repetição no resumo. Condição de aprovação: resolver o achado alto, registrar fontes e obter segunda revisão independente.","Auditoria completa, priorizada e pronta para decisão.",,,,,,
research-source-triangulation,grounding,separa o que cada fonte afirma de inferência e não inventa dados,0,Adote a ferramenta.,Não compara fontes nem explicita incerteza.,,,,,,
research-source-triangulation,grounding,separa o que cada fonte afirma de inferência e não inventa dados,1,A Fonte A é positiva e a Fonte B é negativa. É preciso verificar mais.,"Reconhece divergência, mas não reconcilia evidências nem propõe desenho de verificação.",,,,,,
research-source-triangulation,grounding,separa o que cada fonte afirma de inferência e não inventa dados,2,Fonte A relata adoção maior e Fonte B relata queda inicial. Recomendo um piloto.,"Cobre fontes e ação, mas sem explicar diferenças de amostra ou métricas.",,,,,,
research-source-triangulation,grounding,separa o que cada fonte afirma de inferência e não inventa dados,3,"Fonte A mostra adoção no segmento observado; Fonte B mostra queda inicial e Fonte C condiciona o ganho ao treinamento. As janelas são diferentes, portanto a conclusão é limitada. Verificar denominadores e fazer piloto com adoção e produtividade.",Reconcilia fontes e transforma a incerteza em próximo passo.,,,,,,
research-source-triangulation,grounding,separa o que cada fonte afirma de inferência e não inventa dados,4,"Fonte A: 68% de adoção no recorte observado. Fonte B: queda de produtividade no primeiro mês. Fonte C: ganho depois de treinamento. Não há base para causalidade porque amostras, janelas e perfis divergem. Verificar denominadores, segmentar por maturidade e pré-registrar piloto com produtividade, adoção, custo e tempo de treinamento.","Triangulação rastreável, calibrada e acionável.",,,,,,
research-source-triangulation,reconciliation,"explica divergências de amostra, janela ou definição sem apagar conflito",0,Adote a ferramenta.,Não compara fontes nem explicita incerteza.,,,,,,
research-source-triangulation,reconciliation,"explica divergências de amostra, janela ou definição sem apagar conflito",1,A Fonte A é positiva e a Fonte B é negativa. É preciso verificar mais.,"Reconhece divergência, mas não reconcilia evidências nem propõe desenho de verificação.",,,,,,
research-source-triangulation,reconciliation,"explica divergências de amostra, janela ou definição sem apagar conflito",2,Fonte A relata adoção maior e Fonte B relata queda inicial. Recomendo um piloto.,"Cobre fontes e ação, mas sem explicar diferenças de amostra ou métricas.",,,,,,
research-source-triangulation,reconciliation,"explica divergências de amostra, janela ou definição sem apagar conflito",3,"Fonte A mostra adoção no segmento observado; Fonte B mostra queda inicial e Fonte C condiciona o ganho ao treinamento. As janelas são diferentes, portanto a conclusão é limitada. Verificar denominadores e fazer piloto com adoção e produtividade.",Reconcilia fontes e transforma a incerteza em próximo passo.,,,,,,
research-source-triangulation,reconciliation,"explica divergências de amostra, janela ou definição sem apagar conflito",4,"Fonte A: 68% de adoção no recorte observado. Fonte B: queda de produtividade no primeiro mês. Fonte C: ganho depois de treinamento. Não há base para causalidade porque amostras, janelas e perfis divergem. Verificar denominadores, segmentar por maturidade e pré-registrar piloto com produtividade, adoção, custo e tempo de treinamento.","Triangulação rastreável, calibrada e acionável.",,,,,,
research-source-triangulation,decision-utility,transforma incerteza em verificação com métricas e critério de decisão,0,Adote a ferramenta.,Não compara fontes nem explicita incerteza.,,,,,,
research-source-triangulation,decision-utility,transforma incerteza em verificação com métricas e critério de decisão,1,A Fonte A é positiva e a Fonte B é negativa. É preciso verificar mais.,"Reconhece divergência, mas não reconcilia evidências nem propõe desenho de verificação.",,,,,,
research-source-triangulation,decision-utility,transforma incerteza em verificação com métricas e critério de decisão,2,Fonte A relata adoção maior e Fonte B relata queda inicial. Recomendo um piloto.,"Cobre fontes e ação, mas sem explicar diferenças de amostra ou métricas.",,,,,,
research-source-triangulation,decision-utility,transforma incerteza em verificação com métricas e critério de decisão,3,"Fonte A mostra adoção no segmento observado; Fonte B mostra queda inicial e Fonte C condiciona o ganho ao treinamento. As janelas são diferentes, portanto a conclusão é limitada. Verificar denominadores e fazer piloto com adoção e produtividade.",Reconcilia fontes e transforma a incerteza em próximo passo.,,,,,,
research-source-triangulation,decision-utility,transforma incerteza em verificação com métricas e critério de decisão,4,"Fonte A: 68% de adoção no recorte observado. Fonte B: queda de produtividade no primeiro mês. Fonte C: ganho depois de treinamento. Não há base para causalidade porque amostras, janelas e perfis divergem. Verificar denominadores, segmentar por maturidade e pré-registrar piloto com produtividade, adoção, custo e tempo de treinamento.","Triangulação rastreável, calibrada e acionável.",,,,,,
document-decision-register,fidelity,"preserva decisão, condição, prazo e pendência sem criar conteúdo",0,As atas estão claras.,Não entrega JSON nem registra decisões.,,,,,,
document-decision-register,fidelity,"preserva decisão, condição, prazo e pendência sem criar conteúdo",1,"{""decisoes"":[""há decisões""]}","JSON parcial sem owners, prazo, pendência ou evidência.",,,,,,
document-decision-register,fidelity,"preserva decisão, condição, prazo e pendência sem criar conteúdo",2,"{""decisoes"":[""pilotar o fluxo""],""owners"":[""Marina""],""prazos"":[""em breve""],""pendencias"":[],""evidencias"":[]}","Estrutura completa, mas perde conflito e rastreabilidade.",,,,,,
document-decision-register,fidelity,"preserva decisão, condição, prazo e pendência sem criar conteúdo",3,"{""decisoes"":[""pilotar o fluxo após revisão jurídica""],""owners"":[""Marina""],""prazos"":[""2026-08-14""],""pendencias"":[""pendência: confirmar SLA do canal parceiro""],""evidencias"":[""Ata 03, seção 2""]}","Registro fiel, acionável e com pendência explícita.",,,,,,
document-decision-register,fidelity,"preserva decisão, condição, prazo e pendência sem criar conteúdo",4,"{""decisoes"":[{""texto"":""pilotar o novo fluxo"",""condicao"":""revisão jurídica concluída""}],""owners"":[{""nome"":""Marina"",""evidencia"":""Ata 04, seção 5""}],""prazos"":[{""data"":""2026-08-14"",""evidencia"":""Ata 03, seção 2""}],""pendencias"":[{""texto"":""pendência: SLA do canal parceiro não confirmado"",""impacto"":""não liberar rollout""}],""evidencias"":[""Ata 03, seção 2"",""Ata 04, seção 5""]}","Extrai conteúdo, condição, fonte e limite de decisão sem inventar.",,,,,,
document-decision-register,traceability,aponta ata/seção para cada campo importante,0,As atas estão claras.,Não entrega JSON nem registra decisões.,,,,,,
document-decision-register,traceability,aponta ata/seção para cada campo importante,1,"{""decisoes"":[""há decisões""]}","JSON parcial sem owners, prazo, pendência ou evidência.",,,,,,
document-decision-register,traceability,aponta ata/seção para cada campo importante,2,"{""decisoes"":[""pilotar o fluxo""],""owners"":[""Marina""],""prazos"":[""em breve""],""pendencias"":[],""evidencias"":[]}","Estrutura completa, mas perde conflito e rastreabilidade.",,,,,,
document-decision-register,traceability,aponta ata/seção para cada campo importante,3,"{""decisoes"":[""pilotar o fluxo após revisão jurídica""],""owners"":[""Marina""],""prazos"":[""2026-08-14""],""pendencias"":[""pendência: confirmar SLA do canal parceiro""],""evidencias"":[""Ata 03, seção 2""]}","Registro fiel, acionável e com pendência explícita.",,,,,,
document-decision-register,traceability,aponta ata/seção para cada campo importante,4,"{""decisoes"":[{""texto"":""pilotar o novo fluxo"",""condicao"":""revisão jurídica concluída""}],""owners"":[{""nome"":""Marina"",""evidencia"":""Ata 04, seção 5""}],""prazos"":[{""data"":""2026-08-14"",""evidencia"":""Ata 03, seção 2""}],""pendencias"":[{""texto"":""pendência: SLA do canal parceiro não confirmado"",""impacto"":""não liberar rollout""}],""evidencias"":[""Ata 03, seção 2"",""Ata 04, seção 5""]}","Extrai conteúdo, condição, fonte e limite de decisão sem inventar.",,,,,,
document-decision-register,usability,"entrega JSON completo, consistente e pronto para acompanhamento",0,As atas estão claras.,Não entrega JSON nem registra decisões.,,,,,,
document-decision-register,usability,"entrega JSON completo, consistente e pronto para acompanhamento",1,"{""decisoes"":[""há decisões""]}","JSON parcial sem owners, prazo, pendência ou evidência.",,,,,,
document-decision-register,usability,"entrega JSON completo, consistente e pronto para acompanhamento",2,"{""decisoes"":[""pilotar o fluxo""],""owners"":[""Marina""],""prazos"":[""em breve""],""pendencias"":[],""evidencias"":[]}","Estrutura completa, mas perde conflito e rastreabilidade.",,,,,,
document-decision-register,usability,"entrega JSON completo, consistente e pronto para acompanhamento",3,"{""decisoes"":[""pilotar o fluxo após revisão jurídica""],""owners"":[""Marina""],""prazos"":[""2026-08-14""],""pendencias"":[""pendência: confirmar SLA do canal parceiro""],""evidencias"":[""Ata 03, seção 2""]}","Registro fiel, acionável e com pendência explícita.",,,,,,
document-decision-register,usability,"entrega JSON completo, consistente e pronto para acompanhamento",4,"{""decisoes"":[{""texto"":""pilotar o novo fluxo"",""condicao"":""revisão jurídica concluída""}],""owners"":[{""nome"":""Marina"",""evidencia"":""Ata 04, seção 5""}],""prazos"":[{""data"":""2026-08-14"",""evidencia"":""Ata 03, seção 2""}],""pendencias"":[{""texto"":""pendência: SLA do canal parceiro não confirmado"",""impacto"":""não liberar rollout""}],""evidencias"":[""Ata 03, seção 2"",""Ata 04, seção 5""]}","Extrai conteúdo, condição, fonte e limite de decisão sem inventar.",,,,,,
migration-plan-with-rollback,sequencing,"ordena staging, validação, produção, observação e decisão",0,Migrar o banco durante a noite.,"Não define janela, dependência ou rollback.",,,,,,
migration-plan-with-rollback,sequencing,"ordena staging, validação, produção, observação e decisão",1,"Fazer backup, migrar e observar. Se falhar, tentar rollback.","Reconhece etapas, mas não há critérios, owner ou evidência.",,,,,,
migration-plan-with-rollback,sequencing,"ordena staging, validação, produção, observação e decisão",2,"Na janela de duas horas, validar backup, migrar e testar a aplicação. Dependências: acesso ao banco. Rollback se houver erro.","Plano mínimo, mas rollback e critérios permanecem vagos.",,,,,,
migration-plan-with-rollback,sequencing,"ordena staging, validação, produção, observação e decisão",3,"Janela de duas horas; confirmar snapshot, migrar staging, conferir contagens e depois produção. Owner monitora latência. Critério de sucesso é schema e aplicação estáveis; critério de falha aciona rollback e comunicação.","Sequência, segurança e ação são claros.",,,,,,
migration-plan-with-rollback,sequencing,"ordena staging, validação, produção, observação e decisão",4,"Janela de duas horas com congelamento de escrita. Dependências: snapshot restaurável, staging, owner, alertas e canal de incidente. Executar, comparar contagens, observar 30 minutos e registrar evidência. Rollback só após confirmar o ponto de retorno e preservar logs; comunicação e critério go/no-go precedem qualquer efeito.","Runbook executável, reversível e resistente a falha.",,,,,,
migration-plan-with-rollback,safety,"define backup, critérios de falha, owner e comunicação",0,Migrar o banco durante a noite.,"Não define janela, dependência ou rollback.",,,,,,
migration-plan-with-rollback,safety,"define backup, critérios de falha, owner e comunicação",1,"Fazer backup, migrar e observar. Se falhar, tentar rollback.","Reconhece etapas, mas não há critérios, owner ou evidência.",,,,,,
migration-plan-with-rollback,safety,"define backup, critérios de falha, owner e comunicação",2,"Na janela de duas horas, validar backup, migrar e testar a aplicação. Dependências: acesso ao banco. Rollback se houver erro.","Plano mínimo, mas rollback e critérios permanecem vagos.",,,,,,
migration-plan-with-rollback,safety,"define backup, critérios de falha, owner e comunicação",3,"Janela de duas horas; confirmar snapshot, migrar staging, conferir contagens e depois produção. Owner monitora latência. Critério de sucesso é schema e aplicação estáveis; critério de falha aciona rollback e comunicação.","Sequência, segurança e ação são claros.",,,,,,
migration-plan-with-rollback,safety,"define backup, critérios de falha, owner e comunicação",4,"Janela de duas horas com congelamento de escrita. Dependências: snapshot restaurável, staging, owner, alertas e canal de incidente. Executar, comparar contagens, observar 30 minutos e registrar evidência. Rollback só após confirmar o ponto de retorno e preservar logs; comunicação e critério go/no-go precedem qualquer efeito.","Runbook executável, reversível e resistente a falha.",,,,,,
migration-plan-with-rollback,actionability,"torna a janela, o rollback e o próximo passo verificáveis",0,Migrar o banco durante a noite.,"Não define janela, dependência ou rollback.",,,,,,
migration-plan-with-rollback,actionability,"torna a janela, o rollback e o próximo passo verificáveis",1,"Fazer backup, migrar e observar. Se falhar, tentar rollback.","Reconhece etapas, mas não há critérios, owner ou evidência.",,,,,,
migration-plan-with-rollback,actionability,"torna a janela, o rollback e o próximo passo verificáveis",2,"Na janela de duas horas, validar backup, migrar e testar a aplicação. Dependências: acesso ao banco. Rollback se houver erro.","Plano mínimo, mas rollback e critérios permanecem vagos.",,,,,,
migration-plan-with-rollback,actionability,"torna a janela, o rollback e o próximo passo verificáveis",3,"Janela de duas horas; confirmar snapshot, migrar staging, conferir contagens e depois produção. Owner monitora latência. Critério de sucesso é schema e aplicação estáveis; critério de falha aciona rollback e comunicação.","Sequência, segurança e ação são claros.",,,,,,
migration-plan-with-rollback,actionability,"torna a janela, o rollback e o próximo passo verificáveis",4,"Janela de duas horas com congelamento de escrita. Dependências: snapshot restaurável, staging, owner, alertas e canal de incidente. Executar, comparar contagens, observar 30 minutos e registrar evidência. Rollback só após confirmar o ponto de retorno e preservar logs; comunicação e critério go/no-go precedem qualquer efeito.","Runbook executável, reversível e resistente a falha.",,,,,,
anomaly-investigation,anomaly-detection,"descreve sinal, magnitude, janela e segmentação relevantes",0,"{""resultado"":""a versão causou a queda""}",Afirma causalidade e não respeita o schema.,,,,,,
anomaly-investigation,anomaly-detection,"descreve sinal, magnitude, janela e segmentação relevantes",1,"{""sinal"":""conversão caiu"",""hipoteses"":[],""teste"":""olhar dados"",""prioridade"":""alta"",""limitacoes"":""""}","Tem formato, mas não oferece hipóteses ou limites úteis.",,,,,,
anomaly-investigation,anomaly-detection,"descreve sinal, magnitude, janela e segmentação relevantes",2,"{""sinal"":""conversão caiu após release"",""hipoteses"":[""bug""],""teste"":""comparar períodos"",""prioridade"":""alta"",""limitacoes"":""pode haver sazonalidade""}","Estrutura completa, mas teste e segmentação são insuficientes.",,,,,,
anomaly-investigation,anomaly-detection,"descreve sinal, magnitude, janela e segmentação relevantes",3,"{""sinal"":""4,8% para 3,1% após checkout"",""hipoteses"":[""regressão no pagamento"",""mix de tráfego""],""teste"":""segmentar navegador e método e comparar controle"",""prioridade"":""alta"",""limitacoes"":""observação não prova causalidade""}","Sinal, hipótese e teste são coerentes e limitados.",,,,,,
anomaly-investigation,anomaly-detection,"descreve sinal, magnitude, janela e segmentação relevantes",4,"{""sinal"":{""antes"":0.048,""depois"":0.031,""janela"":""dois dias""},""hipoteses"":[{""texto"":""regressão no pagamento"",""evidencia"":""erro por método""},{""texto"":""instrumentação atrasada"",""evidencia"":""eventos brutos divergentes""}],""teste"":""validar eventos brutos, estratificar por navegador e método, comparar controle e definir regra de parada"",""prioridade"":""alta"",""limitacoes"":[""observacional"",""sazonalidade possível"",""mix não controlado""]}","Investiga anomalia com hipótese testável, evidência e cautela causal.",,,,,,
anomaly-investigation,hypothesis,propõe hipóteses concorrentes e teste que separa explicações,0,"{""resultado"":""a versão causou a queda""}",Afirma causalidade e não respeita o schema.,,,,,,
anomaly-investigation,hypothesis,propõe hipóteses concorrentes e teste que separa explicações,1,"{""sinal"":""conversão caiu"",""hipoteses"":[],""teste"":""olhar dados"",""prioridade"":""alta"",""limitacoes"":""""}","Tem formato, mas não oferece hipóteses ou limites úteis.",,,,,,
anomaly-investigation,hypothesis,propõe hipóteses concorrentes e teste que separa explicações,2,"{""sinal"":""conversão caiu após release"",""hipoteses"":[""bug""],""teste"":""comparar períodos"",""prioridade"":""alta"",""limitacoes"":""pode haver sazonalidade""}","Estrutura completa, mas teste e segmentação são insuficientes.",,,,,,
anomaly-investigation,hypothesis,propõe hipóteses concorrentes e teste que separa explicações,3,"{""sinal"":""4,8% para 3,1% após checkout"",""hipoteses"":[""regressão no pagamento"",""mix de tráfego""],""teste"":""segmentar navegador e método e comparar controle"",""prioridade"":""alta"",""limitacoes"":""observação não prova causalidade""}","Sinal, hipótese e teste são coerentes e limitados.",,,,,,
